"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"Fillmore St&Jackson St NE-FS/BZ","132","267","1711","32","72","495","45","81","450","27","51","274","17","35","303","8","14","91","3","14","98"
"Fillmore St&Broadway SE-NS/BZ","22","88","1645","5","36","464","7","19","438","5","16","263","5","12","296","0","1","90","0","4","94"
"Broadway&Steiner St NE-NS","3","22","1626","2","11","455","0","5","433","0","0","263","0","3","293","1","3","88","0","0","94"
"Steiner St&Vallejo St SE-NS","0","11","1615","0","3","452","0","5","428","0","1","262","0","2","291","0","0","88","0","0","94"
"Steiner St&Green St SE-NS","4","37","1582","3","8","447","0","10","418","1","2","261","0","15","276","0","1","87","0","1","93"
"Steiner St&Union St SE-NS","12","169","1423","5","66","384","4","34","388","1","27","235","2","23","255","0","11","76","0","8","85"
"Green St&Steiner St NE-NS","0","1","1","0","1","1",,,,,,,,,,,,,,,
"Fillmore St&Union St NE-FS/BZ","59","362","1116","31","94","317","13","115","286","7","56","186","8","68","195","0","14","62","0","15","70"
"Fillmore St&Lombard St SE-NS/BZ","10","278","848","6","58","265","1","72","215","0","55","131","2","52","145","1","25","38","0","16","54"
"Fillmore St&Chestnut St NE-FS/BZ","19","468","399","5","194","76","5","112","108","5","57","79","1","65","81","0","16","22","3","24","33"
"Fillmore St&Bay St SE-NS/BZ","0","374","25","0","63","13","0","105","3","0","77","2","0","79","2","0","21","1","0","29","4"
"Total Passenger Boardings ","9555","9553",,"2032","2023",,"2758","2759",,"1721","1721",,"1985","1986",,"593","596",,"466","468",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,

